123
939.11.1.1;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22;
1939.11.1.;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22;
939.11.1.1;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22;
39.11.1.1";54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22;
1939.11.1.;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22;
941.7.1.1";54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
941.7.1.1";54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
41.7.1.1"
;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
941.7.1.1";54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
41.7.1.1"
;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
941.7.1.1";54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
41.7.1.1"
;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
941.7.1.1";54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
41.7.1.1"
;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
941.7.1.1";54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
942.11.1.1;90;35;37;33;5;123;185;136;79;15;201;62;78;119;91;29;31;29;15;23;428;111;125;197;10;153;31;129;125;35;82;75;75;72;28;20;16;15;11;3;21;28;36;12;0;22;28;30;9;0;
